,BulkSampleID,ArchiveSampleID,Robot Sample ID,Library ID,FastQ File ID,DepthSampledCalTape
345,ISL22-33.4,LV3005348795,LV6000198865,LV7008961058,LV7008961058-LV6000198865-LV3005348795,57
346,ISL22-33.4,LV3005348816,LV6000198826,,,60
347,ISL22-33.4,LV3005348816,LV6000198826,LV7008961070,LV7008961070-LV6000198826-LV3005348816,60
348,ISL22-33.4,LV3005348796,LV6000198834,,,63.5
349,ISL22-33.4,LV3005348796,LV6000198834,LV7008961082,LV7008961082-LV6000198834-LV3005348796,63.5
350,ISL22-33.4,LV3005348825,LV6000198842,,,66.5
351,ISL22-33.4,LV3005348825,LV6000198842,LV7008960901,LV7008960901-LV6000198842-LV3005348825,66.5
352,ISL22-33.4,LV3005348817,LV6000198850,,,69.5
353,ISL22-33.4,LV3005348817,LV6000198850,LV7008961009,LV7008961009-LV6000198850-LV3005348817,69.5
354,ISL22-33.4,LV3005349341,LV6000198858,,,73
355,ISL22-33.4,LV3005349341,LV6000198858,LV7008961021,LV7008961021-LV6000198858-LV3005349341,73
356,ISL22-33.4,LV3005349324,LV6000198866,,,76
357,ISL22-33.4,LV3005349324,LV6000198866,LV7008961033,LV7008961033-LV6000198866-LV3005349324,76
358,ISL22-33.9,LV3005349293,LV6000198893,,,76.5
359,ISL22-33.9,LV3005349293,LV6000198893,LV7008961025,LV7008961025-LV6000198893-LV3005349293,76.5
360,ISL22-33.9,LV3005349287,LV6000198901,,,80
361,ISL22-33.9,LV3005349287,LV6000198901,LV7008961037,LV7008961037-LV6000198901-LV3005349287,80
362,ISL22-33.9,LV3005349290,LV6000198909,,,83
363,ISL22-33.9,LV3005349290,LV6000198909,LV7008961049,LV7008961049-LV6000198909-LV3005349290,83
364,ISL22-33.9,LV3005349281,LV6000198917,,,86
365,ISL22-33.9,LV3005349281,LV6000198917,LV7008961061,LV7008961061-LV6000198917-LV3005349281,86
366,ISL22-33.9,LV3005349282,LV6000198878,,,88.5
367,ISL22-33.9,LV3005349282,LV6000198878,LV7008961073,LV7008961073-LV6000198878-LV3005349282,88.5
368,ISL22-33.9,LV3005349276,LV6000198886,,,91.5
369,ISL22-33.9,LV3005349276,LV6000198886,LV7008961085,LV7008961085-LV6000198886-LV3005349276,91.5
370,ISL22-33.2,LV3005349240,LV7005365991,LV7008955278,LV7008955278-LV7005365991-LV3005349240,0.5
371,ISL22-33.7,LV3005349576,LV7005365983,LV7008955266,LV7008955266-LV7005365983-LV3005349576,94.5
372,ISL2020-05,LV3005349369,LV6000195622,LV7008955319,LV7008955319-LV6000195622-LV3005349369,49.5
373,ISL21-16,LV3005350057,LV6000198604,LV7008955320,LV7008955320-LV6000198604-LV3005350057,97
374,ISL2020-09,LV3005349744,LV6000198596,LV7008955296,LV7008955296-LV6000198596-LV3005349744,100.5
375,ISL22-31,LV3005574147,LV7005365986,LV7008955288,LV7008955288-LV7005365986-LV3005574147,129.5
376,ISL22-31,LV3005574125,LV7005365994,LV7008955300,LV7008955300-LV7005365994-LV3005574125,131
377,ISL22-32,LV3005573989,LV7005365984,LV7008955350,LV7008955350-LV7005365984-LV3005573989,162
378,ISL22-32,LV3005573985,LV7005365992,LV7008955374,LV7008955374-LV7005365992-LV3005573985,166.5
379,ISL22-34,LV3005573962,LV7005365987,LV7008955263,LV7008955263-LV7005365987-LV3005573962,30
380,ISL22-39,LV3005573495,LV7005365968,LV7008955326,LV7008955326-LV7005365968-LV3005573495,132.5
381,ISL22-39,LV3005573482,LV7005365976,LV7008955338,LV7008955338-LV7005365976-LV3005573482,136
382,ISL22-29,LV3005573417,LV7005365971,LV7008955348,LV7008955348-LV7005365971-LV3005573417,48
383,ISL22-50,LV3005573333,LV6000198605,LV7008955283,LV7008955283-LV6000198605-LV3005573333,60
384,ISL22-22A,LV3005572975,LV7005365979,LV7008955372,LV7008955372-LV7005365979-LV3005572975,48
385,ISL22-23B,LV3005573057,LV7005365954,LV7008955349,LV7008955349-LV7005365954-LV3005573057,130.5
386,ISL22-23B,LV3005573051,LV7005365962,LV7008955373,LV7008955373-LV7005365962-LV3005573051,132
387,ISL22-25A,LV3005573189,LV6000198612,LV7008955332,LV7008955332-LV6000198612-LV3005573189,81
388,ISL22-25B,LV3005573185,LV6000198620,LV7008955344,LV7008955344-LV6000198620-LV3005573185,84.5
389,ISL22-26A,LV3005567342,LV7005365981,LV7008955328,LV7008955328-LV7005365981-LV3005567342,35.5
390,ISL22-26A,LV3005567340,LV7005365989,LV7008955340,LV7008955340-LV7005365989-LV3005567340,39
391,ISL22-45,LV3005567689,LV6000198628,LV7008955368,LV7008955368-LV6000198628-LV3005567689,61
392,ISL23-58.1,LV3005567545,LV7005365985,LV7008955325,LV7008955325-LV7005365985-LV3005567545,132
393,ISL23-58.1,LV3005567521,LV7005365993,LV7008955337,LV7008955337-LV7005365993-LV3005567521,134
394,"ISL23-58,6",LV3005568607,LV6000200132,LV7008956424,LV7008956424-LV6000200132-LV3005568607,78
395,"ISL23-58,6",LV3005568601,LV6000200140,LV7008956315,LV7008956315-LV6000200140-LV3005568601,81
396,"ISL23-58,6",LV3005568579,LV6000200164,LV7008956327,LV7008956327-LV6000200164-LV3005568579,84.5
397,"ISL23-58,6",LV3005568585,LV6000200148,LV7008956351,LV7008956351-LV6000200148-LV3005568585,88
398,"ISL23-58,6",LV3005568598,LV6000200156,LV7008956363,LV7008956363-LV6000200156-LV3005568598,92
399,"ISL23-58,6",LV3005568584,LV6000200131,LV7008956375,LV7008956375-LV6000200131-LV3005568584,94
400,"ISL23-58,6",LV3005568597,LV6000200139,LV7008956387,LV7008956387-LV6000200139-LV3005568597,96.5
401,"ISL23-58,6",LV3005568583,LV6000200147,LV7008956399,LV7008956399-LV6000200147-LV3005568583,99.5
402,"ISL23-58,6",LV3005568574,LV6000200155,LV7008956423,LV7008956423-LV6000200155-LV3005568574,102.5
403,"ISL23-58,6",LV3005568582,LV6000200130,LV7008956314,LV7008956314-LV6000200130-LV3005568582,105.5
404,"ISL23-58,6",LV3005568596,LV6000200138,LV7008956326,LV7008956326-LV6000200138-LV3005568596,108.5
405,"ISL23-58,6",LV3005568587,LV6000185098,LV7008956350,LV7008956350-LV6000185098-LV3005568587,111.5
406,"ISL23-58,6",LV3005568580,LV6000200137,LV7008956362,LV7008956362-LV6000200137-LV3005568580,114
407,"ISL23-58,6",LV3005568593,LV6000200146,LV7008956374,LV7008956374-LV6000200146-LV3005568593,117
408,"ISL23-58,6",LV3005568594,LV6000200163,LV7008956386,LV7008956386-LV6000200163-LV3005568594,120
409,"ISL23-58,6",LV3005568156,LV6000200171,LV7008956398,LV7008956398-LV6000200171-LV3005568156,122.5
410,"ISL23-58,6",LV3005568152,LV6000200154,LV7008956422,LV7008956422-LV6000200154-LV3005568152,125.5
411,"ISL23-58,6",LV3005568154,LV6000200145,LV7008956313,LV7008956313-LV6000200145-LV3005568154,128.5
412,"ISL23-58,6",LV3005568150,LV6000200162,LV7008956325,LV7008956325-LV6000200162-LV3005568150,130
413,"ISL23-58,6",LV3005568135,LV6000200170,LV7008956349,LV7008956349-LV6000200170-LV3005568135,133.5
414,"ISL23-58,6",LV3005568141,LV6000200153,LV7008956361,LV7008956361-LV6000200153-LV3005568141,136.5
415,"ISL23-58,6",LV3005568147,LV6000200161,LV7008956373,LV7008956373-LV6000200161-LV3005568147,140
416,"ISL23-58,6",LV3005568134,LV6000200169,LV7008956385,LV7008956385-LV6000200169-LV3005568134,143
417,"ISL23-58,6",LV3005568138,LV6000200128,LV7008960452,LV7008960452-LV6000200128-LV3005568138,146
418,"ISL23-58,6",LV3005568145,LV6000200120,LV7008960464,LV7008960464-LV6000200120-LV3005568145,149
419,"ISL23-58,6",LV3005568137,LV6000200112,LV7008960476,LV7008960476-LV6000200112-LV3005568137,152
420,"ISL23-58,6",LV3005568131,LV6000200104,LV7008960488,LV7008960488-LV6000200104-LV3005568131,155.5
421,ISL23-56.1,LV3005567833,LV7005365966,LV7008955267,LV7008955267-LV7005365966-LV3005567833,72.5
422,ISL23-56.1,LV3005567832,LV7005365974,LV7008955279,LV7008955279-LV7005365974-LV3005567832,74.5
423,ISL22-38.2,LV3005571226,LV6000198613,LV7008955295,LV7008955295-LV6000198613-LV3005571226,21.5
424,ISL22-51.1,LV3005571461,LV6000198589,LV7008956459,LV7008956459-LV6000198589-LV3005571461,55.5
425,ISL22-51.1,LV3005571466,LV6000198597,LV7008955271,LV7008955271-LV6000198597-LV3005571466,62.5
426,"ISL23-60,2",LV3005571014,LV7005365967,LV7008955351,LV7008955351-LV7005365967-LV3005571014,148
427,"ISL23-60,2",LV3005571015,LV7005365975,LV7008955375,LV7008955375-LV7005365975-LV3005571015,150
428,"ISL23-57,2",LV3005570721,LV7005365982,LV7008955291,LV7008955291-LV7005365982-LV3005570721,31.5
429,"ISL23-57,2",LV3005570723,LV7005365990,LV7008955303,LV7008955303-LV7005365990-LV3005570723,33
430,ISL22-44,LV3005570840,LV7005365951,LV7008955327,LV7008955327-LV7005365951-LV3005570840,54.5
431,ISL22-44,LV3005570852,LV7005365959,LV7008955339,LV7008955339-LV7005365959-LV3005570852,56
432,"ISL23-57,4",LV3005570177,LV6000198868,,,64.5
433,"ISL23-57,4",LV3005570177,LV6000198868,LV7008961080,LV7008961080-LV6000198868-LV3005570177,64.5
434,"ISL23-57,4",LV3005570179,LV6000198829,,,67.5
435,"ISL23-57,4",LV3005570179,LV6000198829,LV7008959486,LV7008959486-LV6000198829-LV3005570179,67.5
436,"ISL23-57,4",LV3005570183,LV6000198837,,,70.5
437,"ISL23-57,4",LV3005570183,LV6000198837,LV7008961007,LV7008961007-LV6000198837-LV3005570183,70.5
438,"ISL23-57,4",LV3005570171,LV6000198845,,,73
439,"ISL23-57,4",LV3005570171,LV6000198845,LV7008961019,LV7008961019-LV6000198845-LV3005570171,73
440,"ISL23-57,4",LV3005570173,LV6000198853,,,76
441,"ISL23-57,4",LV3005570173,LV6000198853,LV7008961031,LV7008961031-LV6000198853-LV3005570173,76
442,"ISL23-57,4",LV3005570174,LV6000198861,,,77.5
443,"ISL23-57,4",LV3005570174,LV6000198861,LV7008961043,LV7008961043-LV6000198861-LV3005570174,77.5
444,"ISL23-57,4",LV3005570176,LV6000198869,,,80.5
445,"ISL23-57,4",LV3005570176,LV6000198869,LV7008961055,LV7008961055-LV6000198869-LV3005570176,80.5
446,"ISL23-57,4",LV3005570164,LV6000198830,,,84
447,"ISL23-57,4",LV3005570164,LV6000198830,LV7008961067,LV7008961067-LV6000198830-LV3005570164,84
448,"ISL23-57,4",LV3005570168,LV6000198838,,,86.5
449,"ISL23-57,4",LV3005570168,LV6000198838,LV7008961079,LV7008961079-LV6000198838-LV3005570168,86.5
450,"ISL23-57,4",LV3005570170,LV6000198846,,,89.5
451,"ISL23-57,4",LV3005570170,LV6000198846,LV7008960994,LV7008960994-LV6000198846-LV3005570170,89.5
452,"ISL23-57,4",LV3005570158,LV6000198854,,,92.5
453,"ISL23-57,4",LV3005570158,LV6000198854,LV7008961006,LV7008961006-LV6000198854-LV3005570158,92.5
454,"ISL23-57,4",LV3005570160,LV6000198862,,,95
455,"ISL23-57,4",LV3005570160,LV6000198862,LV7008961018,LV7008961018-LV6000198862-LV3005570160,95
456,"ISL23-57,4",LV3005570162,LV6000198870,,,98
457,"ISL23-57,4",LV3005570162,LV6000198870,LV7008961030,LV7008961030-LV6000198870-LV3005570162,98
458,"ISL23-57,5",LV3005570516,LV6000198831,,,30.5
459,"ISL23-57,5",LV3005570516,LV6000198831,LV7008961042,LV7008961042-LV6000198831-LV3005570516,30.5
460,"ISL23-57,5",LV3005570506,LV6000198839,,,33
461,"ISL23-57,5",LV3005570506,LV6000198839,LV7008961054,LV7008961054-LV6000198839-LV3005570506,33
462,"ISL23-57,5",LV3005570508,LV6000198847,,,36
463,"ISL23-57,5",LV3005570508,LV6000198847,LV7008961066,LV7008961066-LV6000198847-LV3005570508,36
464,"ISL23-57,5",LV3005570510,LV6000198855,,,39
465,"ISL23-57,5",LV3005570510,LV6000198855,LV7008961078,LV7008961078-LV6000198855-LV3005570510,39
466,"ISL23-57,5",LV3005570500,LV6000198863,,,41.5
467,"ISL23-57,5",LV3005570500,LV6000198863,LV7008960900,LV7008960900-LV6000198863-LV3005570500,41.5
468,"ISL23-57,5",LV3005570502,LV6000198871,,,44.5
469,"ISL23-57,5",LV3005570502,LV6000198871,LV7008961005,LV7008961005-LV6000198871-LV3005570502,44.5
470,"ISL23-57,5",LV3005570504,LV6000198654,,,47.5
471,"ISL23-57,5",LV3005570504,LV6000198654,LV7008961017,LV7008961017-LV6000198654-LV3005570504,47.5
472,"ISL23-57,5",LV3005570493,LV6000198840,,,50.5
473,"ISL23-57,5",LV3005570493,LV6000198840,LV7008961029,LV7008961029-LV6000198840-LV3005570493,50.5
474,"ISL23-57,5",LV3005570495,LV6000198848,,,53.5
475,"ISL23-57,5",LV3005570495,LV6000198848,LV7008961041,LV7008961041-LV6000198848-LV3005570495,53.5
476,"ISL23-57,5",LV3005570497,LV6000198856,,,56.5
477,"ISL23-57,5",LV3005570497,LV6000198856,LV7008961053,LV7008961053-LV6000198856-LV3005570497,56.5
478,"ISL23-57,5",LV3005570487,LV6000198969,LV7008957286,LV7008957286-LV6000198969-LV3005570487,59.5
479,"ISL23-57,5",LV3005570489,LV6000198977,LV7009024524,LV7009024524-LV6000198977-LV3005570489,62.5
480,"ISL23-57,5",LV3005570491,LV6000198673,LV7009022716,LV7009022716-LV6000198673-LV3005570491,65.5
481,"ISL23-57,5",LV3005570295,LV6000195614,LV7009022398,LV7009022398-LV6000195614-LV3005570295,68.5
482,"ISL23-57,5",LV3005570294,LV6000198660,LV7009027897,LV7009027897-LV6000198660-LV3005570294,71.5
483,"ISL23-57,5",LV3005570482,LV6000198666,LV7009027857,LV7009027857-LV6000198666-LV3005570482,74.5
484,"ISL23-57,5",LV3005570351,LV6000198970,LV7009024309,LV7009024309-LV6000198970-LV3005570351,77.5
485,"ISL23-57,5",LV3005570479,LV6000198978,LV7009024557,LV7009024557-LV6000198978-LV3005570479,80.5
486,"ISL23-57,5",LV3005570481,LV6000198986,LV7008957298,LV7008957298-LV6000198986-LV3005570481,83.5
487,"ISL23-57,5",LV3005570315,LV6000198994,LV7009024860,LV7009024860-LV6000198994-LV3005570315,86
488,"ISL23-57,5",LV3005570476,LV6000199002,LV7008955367,LV7008955367-LV6000199002-LV3005570476,89
489,"ISL23-57,5",LV3005570346,LV6000199010,LV7009027354,LV7009027354-LV6000199010-LV3005570346,92
490,"ISL23-57,5",LV3005570471,LV6000198971,LV7009024546,LV7009024546-LV6000198971-LV3005570471,95
491,"ISL23-57,5",LV3005570359,LV6000198979,LV7009024458,LV7009024458-LV6000198979-LV3005570359,98
492,"ISL23-57,5",LV3005570473,LV6000198675,LV7009027335,LV7009027335-LV6000198675-LV3005570473,100.5
493,"ISL23-57,5",LV3005570467,LV6000198667,LV7009024918,LV7009024918-LV6000198667-LV3005570467,103.5
494,"ISL23-57,5",LV3005570348,LV6000198668,LV7008955391,LV7008955391-LV6000198668-LV3005570348,106.5
495,"ISL23-57,5",LV3005570312,LV6000199011,LV7009027905,LV7009027905-LV6000199011-LV3005570312,109.5
496,"ISL23-57,5",LV3005570461,LV6000198972,LV7009024538,LV7009024538-LV6000198972-LV3005570461,112
497,"ISL23-57,5",LV3005570463,LV6000198980,LV7009027859,LV7009027859-LV6000198980-LV3005570463,115.5
498,"ISL23-57,5",LV3005570465,LV6000198988,LV7008957225,LV7008957225-LV6000198988-LV3005570465,118.5
499,"ISL23-57,5",LV3005570358,LV6000198996,LV7008955329,LV7008955329-LV6000198996-LV3005570358,121.5
500,"ISL23-57,5",LV3005570286,LV6000199004,LV7008957648,LV7008957648-LV6000199004-LV3005570286,124
501,"ISL23-57,5",LV3005570339,LV6000198657,LV7008957551,LV7008957551-LV6000198657-LV3005570339,127
502,"ISL23-57,5",LV3005570455,LV6000198973,LV7008955427,LV7008955427-LV6000198973-LV3005570455,130
503,"ISL23-57,5",LV3005570457,LV6000198981,LV7008957625,LV7008957625-LV6000198981-LV3005570457,133
504,"ISL23-57,5",LV3005570459,LV6000198989,LV7008955413,LV7008955413-LV6000198989-LV3005570459,136
505,"ISL23-57,5",LV3005570362,LV6000198997,LV7009026144,LV7009026144-LV6000198997-LV3005570362,138.5
506,"ISL23-57,5",LV3005570305,LV6000199005,LV7008957314,LV7008957314-LV6000199005-LV3005570305,142
507,"ISL23-57,5",LV3005570316,LV6000198658,LV7009022726,LV7009022726-LV6000198658-LV3005570316,145
508,"ISL23-57,5",LV3005570449,LV6000198974,LV7009027858,LV7009027858-LV6000198974-LV3005570449,148
509,"ISL23-57,5",LV3005570451,LV6000198982,LV7008957588,LV7008957588-LV6000198982-LV3005570451,150.5
510,ISL22-54,LV3005570443,LV7005365955,LV7008955324,LV7008955324-LV7005365955-LV3005570443,19.5
511,ISL22-54,LV3005570344,LV7005365963,LV7008955336,LV7008955336-LV7005365963-LV3005570344,20.5
512,ISL23-59.1,LV3005570379,LV7005365995,LV7008955275,LV7008955275-LV7005365995-LV3005570379,76
513,ISL23-59.1,LV3005570375,LV7005365956,LV7008955287,LV7008955287-LV7005365956-LV3005570375,78
514,ISL23-59.5,LV3005888844,LV6000198676,LV7009024560,LV7009024560-LV6000198676-LV3005888844,231.5
515,ISL23-59.5,LV3005888832,LV6000198674,LV7009027343,LV7009027343-LV6000198674-LV3005888832,235
516,ISL23-59.5,LV3005888819,LV6000198659,LV7008957218,LV7008957218-LV6000198659-LV3005888819,238.5
517,ISL23-59.5,LV3005888831,LV6000199014,LV7009024269,LV7009024269-LV6000199014-LV3005888831,242
518,ISL23-59.5,LV3005888818,LV6000198975,LV7008957585,LV7008957585-LV6000198975-LV3005888818,245.5
519,"ISL23-59,4A",LV3005888820,LV6000184802,LV7009022748,LV7009022748-LV6000184802-LV3005888820,247.5
520,"ISL23-59,4A",LV3005888826,LV6000198991,LV7009022681,LV7009022681-LV6000198991-LV3005888826,250.5
521,"ISL23-59,4A",LV3005888814,LV6000198999,LV7008955439,LV7008955439-LV6000198999-LV3005888814,253.5
522,"ISL23-59,4A",LV3005888808,LV6000199007,LV7009021900,LV7009021900-LV6000199007-LV3005888808,257.5
523,"ISL23-59,4A",LV3005888823,LV6000199015,LV7009024081,LV7009024081-LV6000199015-LV3005888823,259
524,"ISL23-59,4A",LV3005888828,LV6000198976,LV7008957312,LV7008957312-LV6000198976-LV3005888828,262
525,"ISL23-59,4A",LV3005888812,LV6000198984,LV7008957290,LV7008957290-LV6000198984-LV3005888812,265
526,"ISL23-59,4A",LV3005888817,LV6000198992,LV3003056319,LV3003056319-LV6000198992-LV3005888817,266.5
527,"ISL23-59,4A",LV3005888822,LV6000199000,LV7009024518,LV7009024518-LV6000199000-LV3005888822,269.5
528,"ISL23-59,4A",LV3005889703,LV6000198921,LV7008957309,LV7008957309-LV6000198921-LV3005889703,272.5
529,"ISL23-59,4A",LV3005889690,LV6000198929,LV7009023472,LV7009023472-LV6000198929-LV3005889690,275
530,"ISL23-59,4A",LV3005889704,LV6000198937,LV7009023741,LV7009023741-LV6000198937-LV3005889704,278
531,"ISL23-59,4A",LV3005889691,LV6000198945,LV7009027308,LV7009027308-LV6000198945-LV3005889691,280.5
532,"ISL23-59,4A",LV3005889705,LV6000198669,LV7009026147,LV7009026147-LV6000198669-LV3005889705,283
533,"ISL23-59,4A",LV3005889692,LV6000198961,LV7009023742,LV7009023742-LV6000198961-LV3005889692,286
534,"ISL23-59,4A",LV3005889706,LV6000198922,LV7009024905,LV7009024905-LV6000198922-LV3005889706,289
535,"ISL23-59,4A",LV3005889693,LV6000198930,LV7008957250,LV7008957250-LV6000198930-LV3005889693,292
536,"ISL23-59,4A",LV3005889707,LV6000198938,LV7009027847,LV7009027847-LV6000198938-LV3005889707,295
537,"ISL23-59,4A",LV3005889694,LV6000198946,LV7009024078,LV7009024078-LV6000198946-LV3005889694,298
538,"ISL23-59,4A",LV3005889708,LV6000198954,LV7008957626,LV7008957626-LV6000198954-LV3005889708,301
539,"ISL23-59,4A",LV3005889695,LV6000198962,LV7008955405,LV7008955405-LV6000198962-LV3005889695,303.5
540,"ISL23-59,4A",LV3005889677,LV6000198923,LV7009024858,LV7009024858-LV6000198923-LV3005889677,307
541,"ISL23-59,4A",LV3005889663,LV6000198931,LV7009022400,LV7009022400-LV6000198931-LV3005889663,310
542,"ISL23-59,4A",LV3005889678,LV6000198939,LV7008955464,LV7008955464-LV6000198939-LV3005889678,313
543,"ISL23-59,4A",LV3005889665,LV6000198947,LV7009024548,LV7009024548-LV6000198947-LV3005889665,315.5
544,"ISL23-59,4A",LV3005889679,LV6000198955,LV7009027557,LV7009027557-LV6000198955-LV3005889679,318.5
545,"ISL23-59,4A",LV3005889666,LV6000198963,LV7008955341,LV7008955341-LV6000198963-LV3005889666,321.5
546,"ISL23-59,4A",LV3005889680,LV6000198924,LV7009022396,LV7009022396-LV6000198924-LV3005889680,324
547,"ISL23-59,4A",LV3005889667,LV6000198932,LV7008957242,LV7008957242-LV6000198932-LV3005889667,326.5
548,"ISL23-59,4A",LV3005889661,LV6000198940,LV7009024101,LV7009024101-LV6000198940-LV3005889661,329.5
549,"ISL23-59,4A",LV3005889675,LV6000198948,LV7009024177,LV7009024177-LV6000198948-LV3005889675,332.5
550,"ISL23-59,4A",LV3005889682,LV6000198956,LV7008957263,LV7008957263-LV6000198956-LV3005889682,335.5
551,"ISL23-59,4A",LV3005889669,LV6000198964,LV7008957578,LV7008957578-LV6000198964-LV3005889669,338.5
552,"ISL23-59,4A",LV3005889648,LV6000198925,LV7009022747,LV7009022747-LV6000198925-LV3005889648,341
553,"ISL23-59,4A",LV3005889634,LV6000198933,LV7008955404,LV7008955404-LV6000198933-LV3005889634,343.5
554,"ISL23-59,4A",LV3005889649,LV6000198941,LV7009022434,LV7009022434-LV6000198941-LV3005889649,346.5
555,"ISL23-59,4A",LV3005889636,LV6000198949,LV7008957682,LV7008957682-LV6000198949-LV3005889636,349.5
556,"ISL23-59,4A",LV3005889651,LV6000198661,LV7009024140,LV7009024140-LV6000198661-LV3005889651,352
557,"ISL23-59,4A",LV3005889637,LV6000198965,LV7008957264,LV7008957264-LV6000198965-LV3005889637,355
558,"ISL23-59,4A",LV3005889653,LV6000198926,LV7009027378,LV7009027378-LV6000198926-LV3005889653,358
559,"ISL23-59,4A",LV3005889638,LV6000198934,LV7008957230,LV7008957230-LV6000198934-LV3005889638,360.5
560,"ISL23-59,4A",LV3005889654,LV6000198942,LV7008955401,LV7008955401-LV6000198942-LV3005889654,363.5
561,"ISL23-59,4A",LV3005889639,LV6000198950,LV7009027894,LV7009027894-LV6000198950-LV3005889639,366.5
562,"ISL23-59,4A",LV3005889656,LV6000198677,LV7009024233,LV7009024233-LV6000198677-LV3005889656,369
563,"ISL23-59,4A",LV3005889640,LV6000198966,LV7009024874,LV7009024874-LV6000198966-LV3005889640,372
564,"ISL23-59,4A",LV3005889622,LV6000198927,LV7008955477,LV7008955477-LV6000198927-LV3005889622,375
565,"ISL23-59,4A",LV3005889623,LV6000198935,LV7008957237,LV7008957237-LV6000198935-LV3005889623,378
566,"ISL23-59,4A",LV3005889625,LV6000198943,LV7008957577,LV7008957577-LV6000198943-LV3005889625,380.5
567,"ISL23-59,4B",LV3005889615,LV6000198951,LV7009022697,LV7009022697-LV6000198951-LV3005889615,382
568,"ISL23-59,4B",LV3005889617,LV6000198959,LV7008955342,LV7008955342-LV6000198959-LV3005889617,385
569,"ISL23-59,4B",LV3005889619,LV6000198967,LV7008957214,LV7008957214-LV6000198967-LV3005889619,388
570,"ISL23-59,4B",LV3005889608,LV6000198928,LV7009024582,LV7009024582-LV6000198928-LV3005889608,391
571,"ISL23-59,4B",LV3005889611,LV6000198936,LV7008957313,LV7008957313-LV6000198936-LV3005889611,394
572,"ISL23-59,4B",LV3005889613,LV6000198944,LV7008957000,LV7008957000-LV6000198944-LV3005889613,397
573,"ISL23-59,4B",LV3005889601,LV6000198952,LV7009021867,LV7009021867-LV6000198952-LV3005889601,399.5
574,"ISL23-59,4B",LV3005889603,LV6000199305,,,402.5
575,"ISL23-59,4B",LV3005889603,LV6000199305,LV7008953921,LV7008953921-LV6000199305-LV3005889603,402.5
576,"ISL23-59,4B",LV3005889606,LV6000199313,,,405.5
577,"ISL23-59,4B",LV3005889606,LV6000199313,LV7008956512,LV7008956512-LV6000199313-LV3005889606,405.5
578,"ISL23-59,4B",LV3005889594,LV6000199321,,,408
579,"ISL23-59,4B",LV3005889594,LV6000199321,LV7008956524,LV7008956524-LV6000199321-LV3005889594,408
580,"ISL23-59,4B",LV3005889587,LV6000199329,,,410.5
581,"ISL23-59,4B",LV3005889587,LV6000199329,LV7008956548,LV7008956548-LV6000199329-LV3005889587,410.5
582,"ISL23-59,6",LV3005889598,LV6000199337,,,2
583,"ISL23-59,6",LV3005889598,LV6000199337,LV7008956560,LV7008956560-LV6000199337-LV3005889598,2
584,"ISL23-59,6",LV3005889600,LV6000199345,,,5
585,"ISL23-59,6",LV3005889600,LV6000199345,LV7008956584,LV7008956584-LV6000199345-LV3005889600,5
586,"ISL23-59,6",LV3005889589,LV6000199306,,,8
587,"ISL23-59,6",LV3005889589,LV6000199306,LV7008956596,LV7008956596-LV6000199306-LV3005889589,8
588,"ISL23-59,6",LV3005889591,LV6000199314,,,11
589,"ISL23-59,6",LV3005889591,LV6000199314,LV7008956620,LV7008956620-LV6000199314-LV3005889591,11
590,"ISL23-59,6",LV3005889581,LV6000199322,,,13.5
591,"ISL23-59,6",LV3005889581,LV6000199322,LV7008953920,LV7008953920-LV6000199322-LV3005889581,13.5
592,"ISL23-59,6",LV3005889583,LV6000199330,,,16.5
593,"ISL23-59,6",LV3005889583,LV6000199330,LV7008956511,LV7008956511-LV6000199330-LV3005889583,16.5
594,"ISL23-59,6",LV3005889585,LV6000199338,,,19
595,"ISL23-59,6",LV3005889585,LV6000199338,LV7008956523,LV7008956523-LV6000199338-LV3005889585,19
596,"ISL23-59,6",LV3005889575,LV6000199346,,,21.5
597,"ISL23-59,6",LV3005889575,LV6000199346,LV7008956547,LV7008956547-LV6000199346-LV3005889575,21.5
598,ISL23-SK,LV3005889312,LV7005365970,LV7008955264,LV7008955264-LV7005365970-LV3005889312,139.5
599,ISL23-SK,LV3005889318,LV7005365978,LV7008955276,LV7008955276-LV7005365978-LV3005889318,141
